iter	Logloss
0	0.5931529295
1	0.5109940939
2	0.4490510798
3	0.3900334311
4	0.3437718676
5	0.3041212519
6	0.2793461287
7	0.2479288662
8	0.2241286212
9	0.2035972972
10	0.1896401002
11	0.1758516673
12	0.1595701051
13	0.1490646913
14	0.1414194651
15	0.132375591
16	0.1249306456
17	0.1181907443
18	0.1126130966
19	0.1085518078
20	0.1033045425
21	0.09993534925
22	0.09523377284
23	0.09298563591
24	0.09014631885
25	0.0874962654
26	0.08511940786
27	0.08301690529
28	0.08144338751
29	0.07961113192
30	0.07840680926
31	0.07760781916
32	0.07594778426
33	0.07514499157
34	0.07362055162
35	0.07240487865
36	0.07115459976
37	0.07041899145
38	0.06919350025
39	0.068455245
40	0.06774859066
41	0.0670106685
42	0.06643329208
43	0.06589871744
44	0.0652453729
45	0.0644737554
46	0.06403549883
47	0.06354303804
48	0.06270433986
49	0.06174841655
50	0.06112674234
51	0.06033097398
52	0.05967775023
53	0.05934025407
54	0.05863190494
55	0.05821419019
56	0.0576873282
57	0.05709305916
58	0.05659766996
59	0.05617423
60	0.05570645232
61	0.05529316815
62	0.05482140026
63	0.05437834325
64	0.0539996214
65	0.05365831757
66	0.05331823265
67	0.05280146661
68	0.05235934913
69	0.05197267177
70	0.05165416575
71	0.05124600773
72	0.05098549339
73	0.05046025612
74	0.05006352804
75	0.04959724792
76	0.04928885452
77	0.04893618322
78	0.04868997226
79	0.04840032823
80	0.04825264345
81	0.04777378507
82	0.04762920619
83	0.0473699031
84	0.04719750153
85	0.04686521507
86	0.0465990807
87	0.04634130345
88	0.04594847049
89	0.04572735842
90	0.04544245825
91	0.0451289628
92	0.04495676154
93	0.04464625252
94	0.04431120318
95	0.04404586978
96	0.04370626128
97	0.04340185095
98	0.04312832516
99	0.04281533103
100	0.04273310581
101	0.04249936101
102	0.04216449965
103	0.0418941082
104	0.04163504976
105	0.04147897993
106	0.04119575903
107	0.04093056776
108	0.04064248081
109	0.04030616913
110	0.04009672741
111	0.03973429627
112	0.03954323726
113	0.03929285419
114	0.03903606314
115	0.03875917486
116	0.03846051259
117	0.03823969159
118	0.03796123013
119	0.03774795506
120	0.03738719199
121	0.03720197952
122	0.03698033927
123	0.03676039452
124	0.03658846246
125	0.03648049191
126	0.03626530137
127	0.03605460204
128	0.03589607942
129	0.03577382053
130	0.03545011822
131	0.03529606867
132	0.03511697158
133	0.03492289398
134	0.03479401246
135	0.03461430556
136	0.0343868409
137	0.03427647704
138	0.03410157255
139	0.0338367022
140	0.03358903743
141	0.03334583163
142	0.03313220755
143	0.03304030256
144	0.03282655362
145	0.03259637272
146	0.03242682875
147	0.03223378425
148	0.03193422131
149	0.0317461871
150	0.03158074019
151	0.03138410884
152	0.03123383697
153	0.03093243331
154	0.03079286121
155	0.03065288021
156	0.0304277757
157	0.03028055278
158	0.03010534367
159	0.02989274618
160	0.02977932182
161	0.02959204376
162	0.02938999991
163	0.02919203767
164	0.02901627545
165	0.02881195443
166	0.02869965276
167	0.02853885256
168	0.02834309027
169	0.02816744632
170	0.02806724539
171	0.02789863352
172	0.02772569471
173	0.02756433011
174	0.02744853474
175	0.02736373151
176	0.02728132797
177	0.02715322763
178	0.0269877831
179	0.02684330504
180	0.02664127277
181	0.02646842397
182	0.02627410444
183	0.02612625208
184	0.02597205144
185	0.02589036971
186	0.02573524639
187	0.02557555952
188	0.02549974421
189	0.02534817387
190	0.02517392049
191	0.02497719534
192	0.02484792398
193	0.0247410095
194	0.02464900399
195	0.02449648433
196	0.02436850224
197	0.02422098279
198	0.02407623218
199	0.0239879833
200	0.02384438116
201	0.02373419836
202	0.0235889962
203	0.02346273918
204	0.02337233246
205	0.02326526482
206	0.02310923299
207	0.02293473054
208	0.0228472773
209	0.02279230912
210	0.02264797847
211	0.02250644786
212	0.02241516088
213	0.022332461
214	0.02218425708
215	0.02210770748
216	0.02201728778
217	0.0219366311
218	0.02181995298
219	0.02168993122
220	0.02153367051
221	0.02145867708
222	0.02136644682
223	0.02119360341
224	0.0211341251
225	0.02099009249
226	0.02088580519
227	0.02084880389
228	0.0207432734
229	0.02070817795
230	0.02057343606
231	0.02044546588
232	0.02031919221
233	0.02019165236
234	0.02010366654
235	0.02003696176
236	0.0199598867
237	0.01993235448
238	0.01986839371
239	0.01979131917
240	0.01970731098
241	0.01960114989
242	0.01948696669
243	0.01939298823
244	0.01929640995
245	0.01920274814
246	0.01910249506
247	0.01898107094
248	0.01885158257
249	0.0188141107
250	0.01876474315
251	0.01870551763
252	0.01857389552
253	0.01844835434
254	0.01841423072
255	0.01838828023
256	0.01835345499
257	0.01823057135
258	0.01817397079
259	0.01809730339
260	0.01804640329
261	0.01795994269
262	0.01793809598
263	0.01787665677
264	0.01778376491
265	0.01763715035
266	0.01754049858
267	0.01747547991
268	0.01738314047
269	0.01725942186
270	0.01720717646
271	0.01710359202
272	0.01697759982
273	0.01687210447
274	0.01682007872
275	0.01673735858
276	0.01664412662
277	0.01660209826
278	0.01649753846
279	0.01643873317
280	0.01631782113
281	0.01626897108
282	0.01622750736
283	0.01618858379
284	0.01608069142
285	0.0159836187
286	0.01593518683
287	0.01586031465
288	0.01579744074
289	0.01571932335
290	0.01564350067
291	0.01557502651
292	0.01544848861
293	0.01535939638
294	0.01530125158
295	0.01524215442
296	0.01514334975
297	0.01507655875
298	0.0150546226
299	0.01498696263
