Operating Expense Rate,Research and development expense rate,Tax rate (A),Quick Assets/Total Assets,Current Assets/Total Assets,Inventory/Current Liability,Long-term Liability to Current Assets,Current Asset Turnover Rate,Quick Asset Turnover Rate,Fixed Assets to Assets,feat_quick_to_current
1.4950596870010808,-0.294206976211034,4.199961094746349,-1.4239740288918148,-1.5412410053875834,-0.11074610877917145,-0.1159095356160795,2.034060726792783,0.6547794439195499,1.5891495178836104,-0.5974540915942339
2.430690076623223,-0.5851849068207576,0.7725983054198228,-0.1063568685383181,-0.5096194125111917,-0.11074610880229571,-0.11590953571819236,-0.4224976342106267,-0.6329979011386924,0.8521765550697263,0.8200016393000418
1.6096899002991578,-0.4002643527884099,-0.8570735796498863,-1.114819827487193,-1.372227006011565,-0.110746108805028,-0.11590953566519555,-0.42249763421062625,2.317783288120681,1.6123209722409146,0.31449249349195113
-0.6116577465851496,-0.7565083612918522,-0.6402404856980345,0.0547768883936134,-0.16063704456073966,-0.11074610876601337,-0.11590953576945388,-0.42249763421061254,-0.6329979011386853,-0.0022860891047249117,0.343062308995225
1.1852482997089806,0.529388768638918,-0.8570735796498863,0.9027211062307184,0.3898731138257735,-0.11074610881025518,-0.11590953572203938,-0.4224976342106157,-0.6329979011386818,-0.38203236272090796,0.9758309285145508
-0.6116577465850588,-0.7565083612917207,-0.8570735796498863,0.7481175253310897,0.9851916878189989,-0.11074610873575344,-0.11590953575308299,-0.4224976342105938,-0.6329979011386783,-1.0915459029923018,-0.2845110590612168
-0.6116577465850945,2.1144220889161844,-0.0254996438976941,-0.2034486902861392,-0.1216070434918558,-0.11074610877383237,-0.11590953571851055,-0.42249763421059733,-0.632997901138682,0.18607608094359737,-0.5834817471749405
-0.6116577465851406,-0.6508394732734188,-0.8570735796498863,-0.5688702965138569,-0.9399397637997027,-0.11074610879084212,-0.11590953565126522,-0.42249763421061864,-0.632997901138687,-0.9180806832698508,0.6948390697121826
-0.6116577465851497,1.3996031405558487,0.3526268392393941,0.9719090439019319,0.7139544665254536,-0.11074610878914377,-0.11590953576945388,-0.42249763421061326,-0.6329979011386839,-0.3099145238480589,0.30885351099464636
-0.6116577465833555,-0.7565083612896446,-0.8570735796498863,0.4845591410775511,-0.21344741639802173,-0.11074610882698076,-0.11590953576945388,-0.42249763420834263,-0.6329979011366625,-1.2482834074394178,0.6484968517852611
-0.6116577465851274,-0.7565083612918606,-0.8570735796498863,0.052684171663359786,-0.32800626027450697,-0.11074610879640513,-0.11590953572332667,-0.42249763421056385,-0.6329979011386441,-1.1383507947646323,0.5868464205192548
-0.6116577465851665,0.3584538027266639,0.5618517544560891,-0.7034781776575759,-1.0989324811444476,-0.11074610878945865,-0.11590953576945388,-0.42249763421059905,-0.6329979011386712,-0.9825626305123311,0.8733255709606946
-0.6116577465851653,-0.6990120545759633,1.6003681518044368,0.5887684844181961,0.2823822238296948,-0.11074610880572673,-0.11590953576303097,-0.42249763421059633,-0.6329979011386706,-0.27369188978381287,0.10262301942475677
1.3804294737030038,-0.7565083612919034,1.254196019354985,-1.3301997391620892,-1.1001979284099581,-0.11074610876109572,-0.11590953556607729,-0.12579642956999246,0.507690656255551,1.278595668473394,-1.1222292622356187
-0.611657746585164,0.5371585398167478,1.0799687263199895,-0.8250844968639416,-0.8135469715684166,-0.11074610879158431,-0.11590953568718128,3.030154376781196,1.3932251942326874,1.2636155458093903,-0.22752255713019212
-0.6116577465851329,0.7469423616181506,0.7299925045029666,0.6665103803608736,-0.027529698465871343,-0.11074610882475121,-0.1159095357491402,-0.4224976342106311,-0.6329979011386916,-0.5795663517584826,1.0018935647884135
-0.6116577465851243,2.013415063604398,0.5321798573889995,1.2899284966202398,0.7614365080507703,-0.1107461088110322,-0.11590953576945388,-0.42249763421060405,-0.6329979011386724,-0.4605166041664877,0.9683572397578878
-0.611657746585141,-0.7565083612918477,-0.03158618688581965,1.4238065183084005,0.8590902861473805,-0.11074610879568425,-0.11590953576945388,-0.4224976342106106,-0.6329979011386772,-1.1128415701578251,1.0526004975083483
1.5105502563656859,-0.6352999309177594,0.8418327319097131,1.8100789548453602,1.3610378459427492,-0.11074610878727813,-0.11590953576483448,-0.42249763421062964,-0.6329979011386941,-0.998534509117691,0.27571052853399786
-0.6116577465851462,-0.6904653062803505,1.07236054758484,-0.26783222053988603,-0.1590804297243248,-0.11074610877698242,-0.11590953574023938,-0.4224976342106054,-0.6329979011386878,-0.39751537681812493,-0.34014737032496223
0.5191538170309655,-0.7565083612919034,2.5574770366866426,0.7192397351417635,1.5748501288737808,-0.11074610876209214,-0.11590953576945388,-0.273615309301369,0.1654840890372676,-1.0232809725687546,-0.6691694772779156
0.29918773205357446,-0.294206976211034,1.0738821833318715,1.3582024140021256,0.7723121482807643,-0.11074610881729313,-0.11590953573470802,2.6969415543651434,2.1046546366075396,-0.2811448399545555,0.9130543026646033
-0.6116577465851479,0.6303957939507047,0.7893362986371605,-0.1887975604205449,-0.1405668206009886,-0.11074610874336863,-0.11590953576945388,-0.42249763421061787,-0.6329979011386941,0.5461645925919303,-0.09330923205473139
-0.6116577465851469,-0.4729117133011179,0.004933071042911012,-0.5720506568109531,-0.5887940146652016,-0.11074610877719132,-0.11590953565247845,-0.4224976342106196,-0.6329979011386958,1.202709825919308,-0.48997374613858136
1.1728558442172965,-0.7565083612919034,1.5745003441049183,-0.8327722889821112,-0.9590206098676908,-0.11074610876579484,-0.11590953576945388,-0.4224976342106091,-0.6329979011386883,0.5284297022255274,0.09574791971472768
-0.611657746585168,-0.7565083612919034,1.8057889776535605,-0.8581027707589185,-0.6490465248102034,-0.11074610876863487,-0.11590953572003918,-0.4224976342106125,2.26375067224411,0.7679646228971011,-0.9133876378719482
1.0303426060629306,-0.7565083612919034,-0.8570735796498863,-1.4837649566086715,-1.6896758693562435,-0.11074610878608589,-0.11590953548804332,2.5197006913778814,1.05702225100069,1.7548363680077397,-0.2759845002694912
-0.6116577465851463,0.8129854166297035,-0.6174159494925765,-0.45131912253523154,-0.7073330963796719,-0.11074610877506529,-0.11590953576945388,-0.4224976342106013,-0.6329979011386774,-0.6954574661186852,0.21033748597241114
-0.6116577465851663,-0.7565083612919034,-0.7269737232787753,-1.281695320571228,1.8658892164478853,-0.11074610867316576,-0.11590953576945388,-0.4224976342104975,1.4862813660201155,-1.0031440654956927,-2.833528293910279
-0.6116577465851654,-0.7565083612919034,0.693473246574236,0.572095926225262,0.4634456716128323,-0.11074610878574727,-0.11590953570903796,-0.42249763421060166,-0.6329979011386785,0.03414848761010636,0.13771725618244535
0.8320633181959866,0.43615151450496126,0.9513905056959125,0.5681774913727818,0.5305245180276212,-0.11074610877379401,-0.11590953572064412,-0.42249763421062736,2.317783288120681,-0.7164915520674576,0.2499389661541747
-0.6116577465850311,-0.7565083612919034,1.3744052433703966,-0.42064925576519135,-1.0053516298796044,-0.1107461088245655,-0.11590953576945388,-0.42249763420982456,-0.6329979011379816,-1.051424139667095,1.4441353089312754
-0.6116577465851353,1.240322831410339,-0.8570735796498863,-1.1596424606230953,-0.9171905389631517,-0.11074610878294608,-0.11590953570195302,-0.4224976342106037,2.2517434242715386,1.5435072907134804,-0.8991307515514885
1.3618407904654777,0.028238527668900074,1.6323225024920733,0.7926445092396174,0.40565051151906195,-0.11074610880503971,-0.11590953575267074,-0.42249763421061237,-0.6329979011386813,-0.43835958959129123,0.8104904679749089
-0.6116577465851276,0.945071526652809,-0.8570735796498863,-0.7350851529745124,-0.6436231223120974,-0.1107461087520745,-0.11590953562387796,-0.4224976342106167,2.317783288120681,-0.15909743379766805,-1.313725544268305
-0.6116577465851506,1.2480926025881687,-0.30548062135131593,0.3597480888880244,-0.022147186531283863,-0.11074610880837256,-0.11590953575446226,-0.4224976342106053,-0.632997901138676,-0.6973708852474892,0.8049618183585688
2.099191892220676,-0.7565083612919034,1.0076910283360436,-1.6011441377475861,2.019047715388969,-0.11074610870387064,7.672506001529741,-0.4224976342102701,2.1136600725869683,-1.2509521046734775,-3.059725539718992
-0.6116577465851536,2.770967753442797,-0.512423082947469,0.4319757078591471,0.19934989293229174,-0.11074610877901982,-0.11590953576666997,-0.4224976342106004,-0.6329979011386755,0.7737610455569683,0.44336950786878915
-0.6116577465851498,2.0522639194935466,0.1570966457459667,1.1058183794326115,0.5881257104210277,-0.11074610880506432,-0.11590953576945388,-0.42249763421059927,-0.6329979011386686,-0.4941528721380188,0.8654948444652716
-0.6116577465851234,-0.7565083612919034,-0.8570735796498863,-0.26460458278893945,0.08331191352163467,-0.11074610874813452,-0.11590953575467505,-0.42249763421062364,1.8705133011423984,-0.297772152803208,-0.5198345456665943
-0.029212338476051623,-0.5983935178230682,0.3115426740695694,0.7725803625511886,0.20703885656724977,-0.11074610881597662,-0.11590953576945388,-0.4224976342106129,-0.6329979011386785,-0.8365116226686683,1.1653844978722412
-0.6116577465851176,1.2636321449438281,-0.8570735796498863,-0.6067659176372775,-0.22402418665375662,-0.11074610876904041,-0.11590953574052468,-0.4224976342105187,-0.6329979011386513,0.5673161278684897,-1.2116832190292814
-0.6116577465851679,-0.6508394732734188,1.0929026301697484,0.4123366965183772,0.4103218426200337,-0.11074610877589358,-0.11590953575519572,-0.4224976342106167,-0.6329979011386908,0.07364720946785776,0.3196313378080719
