Operating Expense Rate,Research and development expense rate,Interest-bearing debt interest rate,Tax rate (A),Total Asset Growth Rate,Fixed Assets Turnover Frequency,Quick Assets/Total Assets,Current Assets/Total Assets,Cash/Total Assets,Current Liabilities/Liability,Current Asset Turnover Rate,Quick Asset Turnover Rate,Fixed Assets to Assets,feat_asset_quality,feat_quick_to_current,feat_financial_volatility,Bankrupt?
-0.6100930704231673,-0.751574355190102,-0.1529335849123087,-0.366256632157882,0.180290792688544,2.928079316742813,-0.8167337980956587,-1.2168167489042585,-0.8487719698197215,-0.2832004446069163,-0.4233349215861671,-0.6440445316275195,1.1332258836098634,0.18086559386619375,0.6776659527114127,0.3906997106817578,0
1.7281427575625161,-0.751574355190102,-0.15293358491320488,-0.8549105520232252,-0.01716567236864972,-0.4110359189429029,-1.7516377964517835,1.1868923638080358,-0.760658798081023,0.8726512389311518,-0.4233349215859642,0.5144067045693052,-0.7971437364810645,-3.0923761663392173,-3.3868972397763715,0.8555759472436367,0
-0.6100930704231685,1.032099006939134,-0.1529335849170748,0.604914266663975,0.34656992115775975,2.899985799134879,-0.8829209614264649,-1.0128101737314346,-0.6015412061241582,-2.1519031124733696,-0.42333492158614294,-0.644044531627512,0.6736893251831509,-9.285954779945497e-05,-0.1913907026742703,-0.6911833155122428,0
-0.428126776239991,-0.49055836103369005,-0.15293358491453898,4.069984527310358,-1.723258813432999,-0.41103591894295605,-0.9524591557029557,-1.0630174478693326,-0.5046216884334478,0.7017236152934412,3.058789465989413,1.5365695600371225,0.3090675537441974,0.005685213378952516,-0.2904263651680738,-0.07772499876348754,0
-0.6100930704230345,-0.7515743551900371,-0.15293358491888753,-0.8549105520232252,-1.9085907587059312,-0.41103591894278757,1.7567653741788483,1.3549874231294012,-0.6600157222741938,0.552661452556172,-0.4233349215860641,-0.6440445316274401,-0.7774502822647414,0.8172495906265304,0.7036778609429544,-1.0379776246778238,0
2.4316629556879406,-0.587045864028181,-0.15293358491888753,0.7452967899533924,0.35696236668708575,-0.4110359189427165,0.13189476281399226,-0.23903997767358662,1.014150552314275,0.8027054980272599,2.6671394837467557,1.823960275922277,-0.5709612307388259,0.7335087371297211,0.6331078248082043,-0.7272292220052181,0
-0.6100930704230401,1.485705594722,-0.15293358491355116,-0.8549105520232252,-1.7163305164134484,2.7755716497283154,-1.4353432371765142,-1.697154059366019,-0.8401099603793872,-0.04826048048445524,-0.4233349215861624,-0.6440445316275241,0.029421699062563353,-0.6855698632657539,-0.23387868216039556,3.894035271330043,0
-0.610093070423158,2.8772783470728265,-0.15293358491592401,1.4541134649228995,0.2391813173547246,-0.4110359189427973,-0.189176771077216,-0.16841969661441714,-0.23295639765094517,0.37325259649602216,-0.42333492158617303,1.7884067852973096,-0.528939089392976,-0.0267561754444409,-0.15064812336348585,-0.40106603153142406,0
1.3803573488846923,-0.751574355190102,-0.1529335849161684,1.5446333433281014,0.3881397032750637,-0.41103591894288105,-0.6226394338645337,-0.6676207805054123,-0.3446907045914743,-0.03840004443294252,-0.4233349215861676,2.07283471029705,-0.43529370782701104,-0.12298097502221784,-0.2302812284731431,0.2445511522886057,0
1.280990089262457,0.7284132405421305,-0.15293358490630019,0.01576793941659059,0.29114354500135453,-0.41103591894245994,0.7900870673536369,0.5192893381602907,-0.01606915498873029,0.9585328136587453,2.7027440275869976,1.764704458213998,-0.8197163131967918,0.5747944090030869,0.5002688518627274,-0.18694055523469993,0
1.687774808340983,0.2978713945109356,-0.15293358491562867,0.028041821234243574,0.9631883558977682,-0.4110359189429339,-0.6980881876111811,-0.6040457968160688,-0.28124769054074056,-0.11870127599877867,-0.4233349215861484,-0.6440445316275195,-0.11595479175803504,-0.1796837383010839,-0.5438064419419555,0.8626869755925742,0
